Country,Sales,Date,Time
Colombia,399.96,1/29/2018 0:00,10:23:00 AM
China,129.98,2/7/2018 0:00,3:15:00 AM
China,259.92,3/7/2018 0:00,10:00:00 AM
China,199.98,4/11/2018 0:00,12:50:00 PM
France,12.99,5/19/2018 0:00,10:52:00 AM
China,2.79,6/1/2018 0:00,11:32:00 AM
China,0.43,7/4/2018 0:00,11:12:00 AM
Colombia,348.0,7/9/2018 0:00,10:01:00 AM
China,39.96,7/22/2018 0:00,1:11:00 AM
Philippines,22.22,7/31/2018 0:00,2:14:00 AM
Philippines,19.77,8/12/2018 0:00,11:18:00 AM
Brazil,133.96,9/4/2018 0:00,11:55:00 AM
China,405.08,7/1/2018 0:00,1:17:00 AM
France,1.6,7/17/2018 0:00,5:23:00 AM
South,60.45,7/27/2018 0:00,12:35:00 PM
China,56.61,8/26/2018 0:00,11:54:00 AM
China,278.0,9/10/2018 0:00,4:10:00 AM
China,10.56,12/22/2018 0:00,9:48:00 AM
China,1653.22,5/25/2019 0:00,9:32:00 AM
Indonesia,84.48,6/27/2019 0:00,5:07:00 AM
China,2395.92,9/13/2019 0:00,9:59:00 AM
Greece,810.55,9/14/2019 0:00,9:03:00 AM
China,253.75,9/21/2019 0:00,9:07:00 AM
France,6.48,9/23/2019 0:00,10:11:00 AM
China,0.0,10/22/2019 0:00,9:41:00 AM
China,5012.7,11/4/2019 0:00,12:28:00 PM
Canada,2115.74,11/25/2019 0:00,10:37:00 AM
China,723.33,12/8/2019 0:00,2:21:00 AM
China,239.2,12/26/2019 0:00,5:14:00 AM
Colombia,1187.01,1/12/2020 0:00,8:42:00 AM
China,1.84,2/11/2020 0:00,1:18:00 AM
Brazil,1117.14,2/14/2020 0:00,10:19:00 AM
China,873.44,2/23/2020 0:00,2:45:00 AM
Philippines,95.55,3/18/2020 0:00,8:57:00 AM
China,39.96,3/25/2020 0:00,2:06:00 AM
Indonesia,214.76,4/26/2020 0:00,3:08:00 AM
Brazil,0.0,4/30/2020 0:00,4:39:00 AM
Brazil,0.0,5/25/2020 0:00,2:46:00 AM
China,702.72,5/29/2020 0:00,6:03:00 AM
China,0.0,10/19/2020 0:00,12:45:00 PM
China,419.25,10/26/2020 0:00,1:04:00 AM
China,551.77,11/7/2020 0:00,4:20:00 AM
China,526.35,11/22/2020 0:00,4:49:00 AM
China,279.4,12/27/2020 0:00,6:38:00 AM
China,1385.6,2/2/2021 0:00,1:07:00 AM
Indonesia,13.95,3/27/2021 0:00,4:39:00 AM
Philippines,1328.04,4/15/2021 0:00,5:36:00 AM
Brazil,119.7,4/24/2021 0:00,1:44:00 AM
China,2293.3,7/25/2021 0:00,12:28:00 PM
China,78.3,8/31/2021 0:00,3:52:00 AM
Japan,119.6,9/14/2021 0:00,12:37:00 PM
China,449.85,4/31/2020,8:42:00 AM
China,69.0,1/2/2018 0:00,9:45:00 AM
China,0.18,1/3/2018 0:00,12:31:00 PM
Canada,17.52,1/11/2018 0:00,11:46:00 AM
Greece,29.97,1/21/2018 0:00,7:59:00 AM
Indonesia,0.0,5/23/2018 0:00,11:07:00 AM
Panama,0.0,5/30/2018 0:00,9:35:00 AM
China,103.96,9/5/2018 0:00,12:50:00 PM
China,1905.53,10/17/2018 0:00,2:14:00 AM
France,310.05,2/27/2021 0:00,5:32:00 AM
China,12.15,7/25/2018 0:00,5:12:00 AM
China,7.82,8/26/2018 0:00,1:29:00 AM
Indonesia,0.0,9/10/2018 0:00,6:28:00 AM
Colombia,255.0,10/23/2018 0:00,3:00:00 AM
Egypt,844.08,10/26/2018 0:00,2:56:00 AM
Philippines,26.46,1/6/2019 0:00,2:23:00 AM
China,1.98,1/10/2019 0:00,9:58:00 AM
France,323.4,1/29/2019 0:00,3:00:00 AM
Indonesia,2.64,2/17/2019 0:00,8:39:00 AM
China,1679.6,3/11/2019 0:00,12:50:00 PM
Chile,2892.56,4/20/2019 0:00,8:28:00 AM
Philippines,0.0,5/10/2019 0:00,11:05:00 AM
Indonesia,9.89,7/26/2019 0:00,1:50:00 AM
Indonesia,144.0,9/27/2019 0:00,9:20:00 AM
China,199.75,10/9/2019 0:00,8:01:00 AM
Pakistan,0.0,10/12/2019 0:00,2:41:00 AM
Indonesia,885.8,11/17/2019 0:00,12:41:00 PM
Brazil,55.8,1/3/2020 0:00,8:14:00 AM
Indonesia,1851.36,1/21/2020 0:00,1:25:00 AM
China,1.92,2/4/2020 0:00,11:50:00 AM
Indonesia,1.8,2/27/2020 0:00,3:40:00 AM
China,183.42,3/15/2020 0:00,12:37:00 PM
France,10283.13,4/12/2020 0:00,10:44:00 AM
Indonesia,279.0,5/6/2020 0:00,4:17:00 AM
China,215.76,7/29/2020 0:00,4:23:00 AM
China,396.1,8/3/2020 0:00,1:03:00 AM
China,137.77,9/1/2020 0:00,11:46:00 AM
Germany,1383.3,9/13/2020 0:00,9:12:00 AM
Colombia,185.28,10/11/2020 0:00,8:20:00 AM
France,0.0,11/19/2020 0:00,12:20:00 PM
China,0.0,4/25/2021 0:00,3:05:00 AM
United,179.94,7/30/2021 0:00,9:08:00 AM
China,20.79,8/3/2021 0:00,3:20:00 AM
France,529.28,8/7/2021 0:00,5:58:00 AM
Mali,3563.64,10/3/2021 0:00,3:41:00 AM
Greece,76.0,10/7/2021 0:00,10:05:00 AM
Greece,0.0,11/15/2021 0:00,4:56:00 AM
Mexico,4316.4,2/31/2021,6:52:00 PM
China,796.2,1/8/2018 0:00,11:12:00 AM
Philippines,40.08,1/27/2018 0:00,8:48:00 AM
Japan,3.48,2/7/2018 0:00,12:45:00 PM
China,79.96,2/10/2018 0:00,7:48:00 AM
China,51.04,2/17/2018 0:00,5:03:00 AM
China,791.96,2/28/2018 0:00,8:23:00 AM
Philippines,2448.39,3/15/2018 0:00,9:15:00 AM
China,44.48,3/23/2018 0:00,7:09:00 AM
China,89.98,4/13/2018 0:00,3:41:00 AM
France,17.9,5/30/2018 0:00,8:55:00 AM
China,2578.28,7/19/2018 0:00,1:36:00 AM
China,0.0,9/23/2018 0:00,5:17:00 AM
China,0.0,10/8/2018 0:00,11:27:00 AM
China,3463.02,10/14/2018 0:00,5:15:00 AM
China,181.86,6/17/2018 0:00,2:00:00 AM
China,2272.0,9/3/2018 0:00,10:02:00 AM
Colombia,448.95,9/3/2018 0:00,3:53:00 AM
Indonesia,0.0,9/27/2018 0:00,9:15:00 AM
China,1002.0,10/2/2018 0:00,5:04:00 AM
China,123.38,10/6/2018 0:00,10:45:00 AM
Indonesia,0.0,10/24/2018 0:00,10:56:00 AM
Philippines,332.86,11/9/2018 0:00,9:54:00 AM
China,214.65,11/25/2018 0:00,3:54:00 AM
China,901.59,12/18/2018 0:00,11:40:00 AM
China,42.4,1/16/2019 0:00,2:06:00 AM
China,1605.78,2/19/2019 0:00,7:55:00 AM
China,801.8,3/10/2019 0:00,3:39:00 AM
Mexico,478.44,3/26/2019 0:00,5:57:00 AM
Ecuador,604.2,7/17/2019 0:00,3:10:00 AM
Philippines,0.0,9/11/2019 0:00,5:13:00 AM
China,28.44,10/17/2019 0:00,3:00:00 AM
Mexico,234.52,11/12/2019 0:00,6:10:00 AM
Mali,518.31,1/13/2020 0:00,7:13:00 AM
China,2208.3,1/25/2020 0:00,6:36:00 AM
Bangladesh,3040.0,2/4/2020 0:00,2:31:00 AM
France,359.1,3/4/2020 0:00,8:14:00 AM
China,285.56,3/10/2020 0:00,7:14:00 AM
Brazil,104.13,8/15/2020 0:00,5:08:00 AM
China,0.0,9/14/2020 0:00,7:46:00 AM
Japan,0.0,10/4/2020 0:00,11:17:00 AM
Greece,0.0,10/5/2020 0:00,7:19:00 AM
Philippines,1442.22,2/16/2021 0:00,12:59:00 PM
France,142.35,4/13/2021 0:00,8:01:00 AM
China,5638.59,1/2/2018 0:00,5:00:00 AM
China,89.8,1/7/2018 0:00,7:24:00 AM
China,130.0,1/12/2018 0:00,6:56:00 AM
Japan,0.74,1/17/2018 0:00,11:58:00 AM
China,515.97,1/28/2018 0:00,1:57:00 AM
China,45.99,1/30/2018 0:00,4:42:00 AM
China,39.98,2/11/2018 0:00,3:07:00 AM
China,2.4,3/22/2018 0:00,12:01:00 PM
Philippines,49.99,3/23/2018 0:00,4:21:00 AM
France,0.88,3/28/2018 0:00,2:22:00 AM
Bangladesh,2766.27,4/3/2018 0:00,9:45:00 AM
Philippines,0.0,4/4/2018 0:00,12:13:00 PM
Mexico,1768.23,4/5/2018 0:00,12:08:00 PM
China,44.08,4/16/2018 0:00,12:30:00 PM
Philippines,99.96,5/19/2018 0:00,10:52:00 AM
Albania,64.99,7/18/2018 0:00,2:50:00 AM
Indonesia,0.59,8/9/2018 0:00,11:05:00 AM
Canada,79.8,9/10/2018 0:00,7:17:00 AM
Philippines,0.0,11/11/2018 0:00,11:09:00 AM
Colombia,53.91,11/14/2018 0:00,3:11:00 AM
China,151.92,6/28/2018 0:00,12:35:00 PM
China,2634.05,9/3/2018 0:00,2:13:00 AM
Philippines,607.21,9/7/2018 0:00,6:26:00 AM
Indonesia,0.0,9/19/2018 0:00,9:59:00 AM
China,1905.12,10/9/2018 0:00,6:01:00 AM
Indonesia,0.0,11/5/2018 0:00,3:08:00 AM
Philippines,239.4,12/29/2018 0:00,5:04:00 AM
Indonesia,179.9,1/2/2019 0:00,12:07:00 PM
Philippines,252.0,4/6/2019 0:00,8:48:00 AM
Brazil,3839.53,4/25/2019 0:00,7:46:00 AM
France,3.96,6/8/2019 0:00,3:54:00 AM
China,1439.7,6/18/2019 0:00,7:07:00 AM
France,224.0,7/2/2019 0:00,12:56:00 PM
China,61.52,7/14/2019 0:00,10:57:00 AM
China,754.11,7/15/2019 0:00,7:20:00 AM
China,1116.7,8/21/2019 0:00,4:15:00 AM
China,270.27,9/1/2019 0:00,8:44:00 AM
China,377.72,10/23/2019 0:00,11:22:00 AM
Philippines,0.0,11/5/2019 0:00,4:07:00 AM
Colombia,1827.0,12/19/2019 0:00,3:50:00 AM
China,353.9,2/13/2020 0:00,8:21:00 AM
France,5.76,2/29/2020 0:00,12:40:00 PM
Indonesia,1.62,3/2/2020 0:00,11:54:00 AM
China,144.2,7/23/2020 0:00,11:36:00 AM
Albania,15.81,7/25/2020 0:00,8:05:00 AM
Philippines,438.9,8/30/2020 0:00,8:14:00 AM
China,0.0,9/16/2020 0:00,11:08:00 AM
China,296.97,9/20/2020 0:00,9:16:00 AM
Philippines,0.0,11/21/2020 0:00,8:04:00 AM
Indonesia,266.88,12/10/2020 0:00,1:41:00 AM
Philippines,43.01,12/29/2020 0:00,10:22:00 AM
South,1.38,12/30/2020 0:00,4:07:00 AM
China,4274.52,3/9/2021 0:00,11:52:00 AM
China,84.16,3/30/2021 0:00,4:12:00 AM
China,658.5,4/29/2021 0:00,4:17:00 AM
China,116.91,4/30/2021 0:00,1:16:00 AM
China,1118.6,8/23/2021 0:00,1:46:00 AM
France,134.46,2/31/2020,8:41:00 PM
China,74.4,2/30/2021,8:44:00 AM
China,815.52,1/9/2018 0:00,12:02:00 PM
Philippines,21355.11,1/20/2018 0:00,4:53:00 AM
China,79.98,1/30/2018 0:00,11:16:00 AM
Mexico,74.0,2/13/2018 0:00,4:00:00 AM
France,1517.62,2/13/2018 0:00,7:06:00 AM
Philippines,749.75,3/17/2018 0:00,6:22:00 AM
China,22.02,5/18/2018 0:00,3:03:00 AM
China,299.97,7/2/2018 0:00,10:33:00 AM
China,827.08,7/27/2018 0:00,9:45:00 AM
Mexico,131.4,9/15/2018 0:00,6:42:00 AM
Indonesia,0.0,9/16/2018 0:00,8:55:00 AM
Indonesia,15.96,9/25/2018 0:00,2:29:00 AM
China,523.16,10/13/2018 0:00,8:38:00 AM
China,1240.37,11/25/2018 0:00,8:29:00 AM
Indonesia,0.0,11/28/2018 0:00,2:17:00 AM
China,3.6,6/24/2018 0:00,11:48:00 AM
Mexico,707.51,7/3/2018 0:00,8:55:00 AM
Philippines,979.2,9/6/2018 0:00,6:21:00 AM
Indonesia,307.12,10/8/2018 0:00,8:46:00 AM
Indonesia,428.8,10/12/2018 0:00,11:42:00 AM
China,1089.48,12/1/2018 0:00,1:31:00 AM
Chile,862.92,2/3/2019 0:00,7:36:00 AM
Philippines,0.3,2/4/2019 0:00,12:52:00 PM
Philippines,161.91,2/9/2019 0:00,1:59:00 AM
Philippines,1481.88,4/20/2019 0:00,8:35:00 AM
China,1918.0,6/11/2019 0:00,10:03:00 AM
Colombia,846.0,7/15/2019 0:00,11:58:00 AM
Indonesia,46.53,7/18/2019 0:00,7:18:00 AM
Indonesia,0.0,9/14/2019 0:00,6:47:00 AM
China,631.54,10/12/2019 0:00,1:22:00 AM
Ecuador,330.0,11/18/2019 0:00,4:05:00 AM
China,1508.22,12/26/2019 0:00,2:03:00 AM
Philippines,283.31,2/4/2020 0:00,6:11:00 AM
Philippines,1076.46,3/1/2020 0:00,11:37:00 AM
Philippines,928.14,3/8/2020 0:00,6:53:00 AM
Ecuador,42.72,3/8/2020 0:00,7:37:00 AM
Indonesia,19.92,3/9/2020 0:00,8:07:00 AM
China,585.0,4/19/2020 0:00,1:46:00 AM
Brazil,509.86,4/29/2020 0:00,7:23:00 AM
Indonesia,2563.29,5/1/2020 0:00,3:47:00 AM
Japan,126.0,6/17/2020 0:00,5:46:00 AM
Mexico,499.8,7/16/2020 0:00,6:43:00 AM
Greece,546.75,7/19/2020 0:00,6:28:00 AM
China,22.08,8/31/2020 0:00,10:17:00 AM
China,0.0,9/16/2020 0:00,9:39:00 AM
Japan,4486.64,9/26/2020 0:00,3:04:00 AM
Indonesia,107.96,10/25/2020 0:00,10:34:00 AM
China,531.36,11/27/2020 0:00,12:50:00 PM
Mexico,179.64,12/23/2020 0:00,8:46:00 AM
Brazil,858.6,12/24/2020 0:00,8:11:00 AM
Mexico,5.22,3/24/2021 0:00,11:42:00 AM
China,1556.61,4/14/2021 0:00,12:40:00 PM
Philippines,8.14,6/13/2021 0:00,6:19:00 AM
China,1648.83,10/3/2021 0:00,2:05:00 AM
China,119.96,1/3/2018 0:00,11:36:00 AM
Indonesia,0.6,1/7/2018 0:00,8:08:00 AM
Indonesia,4215.9,1/12/2018 0:00,2:31:00 AM
China,1861.2,1/23/2018 0:00,9:43:00 AM
China,0.48,1/27/2018 0:00,1:47:00 AM
Japan,27.76,1/28/2018 0:00,8:31:00 AM
Colombia,27.96,2/17/2018 0:00,8:13:00 AM
China,20.97,3/6/2018 0:00,12:41:00 PM
Bangladesh,27.92,4/1/2018 0:00,4:08:00 AM
Philippines,33.98,4/29/2018 0:00,3:39:00 AM
Brazil,699.98,9/12/2018 0:00,7:40:00 AM
Japan,0.0,9/17/2018 0:00,6:38:00 AM
Indonesia,0.0,10/20/2018 0:00,1:45:00 AM
China,16.96,11/20/2018 0:00,11:55:00 AM
Philippines,135.96,12/5/2018 0:00,9:09:00 AM
Philippines,509.83,6/11/2018 0:00,3:03:00 AM
Japan,2113.44,9/28/2018 0:00,1:47:00 AM
Mexico,48.32,12/17/2018 0:00,5:00:00 AM
China,136.32,2/21/2019 0:00,10:36:00 AM
China,4.8,2/24/2019 0:00,3:48:00 AM
China,1606.78,3/13/2019 0:00,7:34:00 AM
China,414.72,4/8/2019 0:00,10:01:00 AM
France,2088.1,4/24/2019 0:00,10:12:00 AM
China,0.84,8/19/2019 0:00,8:26:00 AM
France,821.7,9/1/2019 0:00,7:15:00 AM
Indonesia,188.86,10/11/2019 0:00,11:10:00 AM
Colombia,475.2,10/29/2019 0:00,12:13:00 PM
Indonesia,0.35,12/20/2019 0:00,10:22:00 AM
Brazil,63.46,12/30/2019 0:00,12:04:00 PM
Brazil,546.48,2/3/2020 0:00,9:05:00 AM
Brazil,19.32,3/6/2020 0:00,6:48:00 AM
Indonesia,296.73,4/11/2020 0:00,1:59:00 AM
China,21.98,4/15/2020 0:00,2:07:00 AM
China,776.88,4/20/2020 0:00,7:09:00 AM
Panama,0.0,4/29/2020 0:00,4:57:00 AM
China,402.6,6/4/2020 0:00,6:47:00 AM
France,12.6,7/28/2020 0:00,7:56:00 AM
China,292.57,8/26/2020 0:00,9:27:00 AM
Egypt,8186.88,9/5/2020 0:00,1:01:00 AM
China,599.7,10/7/2020 0:00,5:44:00 AM
Indonesia,0.0,10/25/2020 0:00,9:21:00 AM
China,2113.65,10/31/2020 0:00,3:21:00 AM
Australia,15.64,12/3/2020 0:00,11:00:00 AM
Philippines,450.34,12/12/2020 0:00,2:58:00 AM
Chile,311.61,3/22/2021 0:00,4:57:00 AM
China,1280.0,7/3/2021 0:00,10:49:00 AM
Indonesia,0.0,10/5/2021 0:00,4:02:00 AM
France,0.0,10/16/2021 0:00,5:00:00 AM
China,0.78,1/1/2018 0:00,1:34:00 AM
China,35.24,1/1/2018 0:00,7:35:00 AM
Greece,43.94,1/17/2018 0:00,12:03:00 PM
China,1.32,1/20/2018 0:00,6:26:00 AM
Greece,0.56,1/24/2018 0:00,2:52:00 AM
Greece,398.0,1/27/2018 0:00,3:00:00 AM
Greece,3689.94,2/14/2018 0:00,1:26:00 AM
China,597.0,4/20/2018 0:00,11:20:00 AM
Philippines,1.43,6/6/2018 0:00,7:37:00 AM
France,107.96,6/26/2018 0:00,11:10:00 AM
France,0.9,6/30/2018 0:00,11:09:00 AM
Canada,18.68,8/19/2018 0:00,8:02:00 AM
Germany,11.04,8/30/2018 0:00,10:15:00 AM
Philippines,63.96,9/4/2018 0:00,3:48:00 AM
Pakistan,0.0,9/19/2018 0:00,10:36:00 AM
Brazil,0.0,9/21/2018 0:00,6:01:00 AM
Brazil,399.9,10/15/2018 0:00,11:55:00 AM
China,9841.42,10/16/2018 0:00,1:53:00 AM
China,99.96,10/16/2018 0:00,2:41:00 AM
France,551.1,7/8/2018 0:00,10:07:00 AM
China,13.95,8/11/2018 0:00,9:54:00 AM
China,1508.4,9/3/2018 0:00,6:29:00 AM
Indonesia,0.0,9/3/2018 0:00,10:14:00 AM
Indonesia,0.0,9/10/2018 0:00,5:39:00 AM
China,0.0,9/20/2018 0:00,4:57:00 AM
China,298.56,9/23/2018 0:00,1:06:00 AM
China,0.0,10/10/2018 0:00,1:55:00 AM
Indonesia,0.0,10/20/2018 0:00,7:53:00 AM
Colombia,2514.72,10/25/2018 0:00,2:39:00 AM
Indonesia,0.0,11/6/2018 0:00,10:13:00 AM
Japan,0.0,11/9/2018 0:00,8:16:00 AM
Canada,6.3,2/5/2019 0:00,11:33:00 AM
China,3967.05,3/8/2019 0:00,9:59:00 AM
Indonesia,563.27,3/31/2019 0:00,9:17:00 AM
China,0.0,4/10/2019 0:00,4:31:00 AM
Indonesia,55.74,4/10/2019 0:00,3:44:00 AM
Indonesia,1631.34,4/11/2019 0:00,11:19:00 AM
Ecuador,2798.88,5/18/2019 0:00,8:50:00 AM
China,24.57,8/15/2019 0:00,5:12:00 AM
Canada,0.0,9/15/2019 0:00,12:15:00 PM
China,104.97,11/25/2019 0:00,4:18:00 AM
China,14.99,1/18/2020 0:00,12:11:00 PM
Mali,6.2,2/4/2020 0:00,4:38:00 AM
Indonesia,44.03,2/16/2020 0:00,9:34:00 AM
France,156.96,4/5/2020 0:00,2:14:00 AM
China,142.56,5/29/2020 0:00,1:11:00 AM
Egypt,1344.66,8/3/2020 0:00,3:00:00 AM
Philippines,479.52,9/10/2020 0:00,4:40:00 AM
Brazil,0.0,10/28/2020 0:00,5:00:00 AM
China,38.8,12/6/2020 0:00,12:56:00 PM
Ecuador,177.48,2/24/2021 0:00,12:34:00 PM
China,47.94,3/12/2021 0:00,7:31:00 AM
Brazil,1246.2,4/12/2021 0:00,9:43:00 AM
Egypt,167.86,7/9/2021 0:00,12:06:00 PM
China,0.0,9/28/2021 0:00,4:36:00 AM
China,4.25,12/5/2021 0:00,1:14:00 AM
Mexico,1471.86,11/31/2019,5:38:00 PM
Japan,10.4,1/6/2018 0:00,8:09:00 AM
China,239.96,1/23/2018 0:00,4:52:00 AM
Japan,10.0,1/23/2018 0:00,7:11:00 AM
Brazil,3.68,1/28/2018 0:00,11:33:00 AM
France,2639.34,1/30/2018 0:00,1:45:00 AM
China,161.92,2/28/2018 0:00,7:47:00 AM
China,71.67,3/4/2018 0:00,10:23:00 AM
Philippines,299.98,4/13/2018 0:00,6:16:00 AM
China,1.47,7/3/2018 0:00,6:30:00 AM
China,79.96,7/13/2018 0:00,8:55:00 AM
Canada,17248.5,7/13/2018 0:00,8:57:00 AM
China,679.96,9/29/2018 0:00,9:50:00 AM
Philippines,0.0,11/16/2018 0:00,12:17:00 PM
Mexico,0.0,9/1/2018 0:00,3:18:00 AM
China,10.5,7/4/2018 0:00,3:28:00 AM
Japan,44.97,7/19/2018 0:00,4:19:00 AM
China,224.39,8/22/2018 0:00,4:23:00 AM
Colombia,945.36,8/29/2018 0:00,2:53:00 AM
China,1485.8,9/3/2018 0:00,9:39:00 AM
Brazil,0.0,9/7/2018 0:00,11:08:00 AM
Germany,0.0,9/15/2018 0:00,8:33:00 AM
Mexico,129.6,9/26/2018 0:00,2:30:00 AM
Philippines,80.19,10/3/2018 0:00,7:08:00 AM
Brazil,0.0,10/11/2018 0:00,1:25:00 AM
Indonesia,247.17,10/18/2018 0:00,2:38:00 AM
China,0.0,11/16/2018 0:00,11:39:00 AM
China,0.0,11/29/2018 0:00,7:17:00 AM
Philippines,251.28,12/2/2018 0:00,9:17:00 AM
Canada,603.12,12/7/2018 0:00,9:56:00 AM
China,503.72,1/25/2019 0:00,8:30:00 AM
Canada,0.0,4/29/2019 0:00,8:46:00 AM
Greece,0.0,5/5/2019 0:00,10:03:00 AM
China,237.15,7/11/2019 0:00,3:13:00 AM
China,379.04,8/18/2019 0:00,5:37:00 AM
China,116.16,8/20/2019 0:00,5:43:00 AM
China,593.75,9/2/2019 0:00,1:15:00 AM
Ecuador,0.0,9/5/2019 0:00,3:01:00 AM
Philippines,0.0,9/11/2019 0:00,3:05:00 AM
China,0.0,10/6/2019 0:00,4:35:00 AM
Philippines,51.36,11/19/2019 0:00,12:26:00 PM
Philippines,129.48,12/10/2019 0:00,1:08:00 AM
China,1022.69,12/17/2019 0:00,9:13:00 AM
China,25.6,2/13/2020 0:00,4:43:00 AM
China,9.0,3/31/2020 0:00,9:52:00 AM
China,0.0,5/14/2020 0:00,2:18:00 AM
Canada,401.38,6/4/2020 0:00,8:53:00 AM
Philippines,19.11,7/14/2020 0:00,8:19:00 AM
South,167.09,8/13/2020 0:00,7:49:00 AM
Indonesia,0.0,10/23/2020 0:00,3:35:00 AM
Indonesia,0.0,10/24/2020 0:00,1:24:00 AM
Philippines,48.93,11/4/2020 0:00,3:34:00 AM
Indonesia,7.38,12/15/2020 0:00,7:16:00 AM
China,3388.44,10/13/2021 0:00,7:24:00 AM
Albania,5490.1,12/31/2021 0:00,5:57:00 AM
United,0.0,4/31/2021,4:06:00 PM
France,119.97,1/4/2018 0:00,12:01:00 PM
China,1.04,1/5/2018 0:00,10:13:00 AM
China,171.96,1/9/2018 0:00,6:05:00 AM
Brazil,54.06,1/15/2018 0:00,8:10:00 AM
Greece,3698.15,1/15/2018 0:00,8:49:00 AM
China,0.8,1/24/2018 0:00,2:58:00 AM
Egypt,25.96,1/24/2018 0:00,3:44:00 AM
Brazil,319.8,1/29/2018 0:00,12:40:00 PM
China,1.0,2/10/2018 0:00,12:17:00 PM
Indonesia,1.11,2/26/2018 0:00,4:31:00 AM
Mexico,1.6,3/8/2018 0:00,11:51:00 AM
Ecuador,599.98,3/9/2018 0:00,5:35:00 AM
China,64.99,3/13/2018 0:00,11:49:00 AM
Japan,3.99,3/13/2018 0:00,9:24:00 AM
China,7774.0,3/30/2018 0:00,5:51:00 AM
Somalia,499.98,4/5/2018 0:00,2:33:00 AM
Colombia,0.0,4/29/2018 0:00,11:31:00 AM
Indonesia,33.12,5/14/2018 0:00,1:04:00 AM
Indonesia,0.0,5/21/2018 0:00,10:37:00 AM
United,3873.45,9/3/2018 0:00,3:08:00 AM
Philippines,0.0,9/7/2018 0:00,11:48:00 AM
Philippines,21.6,9/12/2018 0:00,10:13:00 AM
China,7.99,10/5/2018 0:00,11:54:00 AM
China,5668.38,10/19/2018 0:00,10:18:00 AM
China,17.98,10/20/2018 0:00,12:50:00 PM
Indonesia,380.97,10/21/2018 0:00,8:47:00 AM
Indonesia,75.96,10/22/2018 0:00,11:44:00 AM
China,0.0,10/24/2018 0:00,11:30:00 AM
Albania,1379.54,5/31/2018 0:00,1:48:00 AM
China,279.92,6/19/2018 0:00,4:26:00 AM
France,3381.31,7/3/2018 0:00,12:12:00 PM
Japan,85.2,7/8/2018 0:00,7:21:00 AM
Pakistan,8.2,7/26/2018 0:00,1:55:00 AM
China,987.74,8/26/2018 0:00,7:19:00 AM
France,203.04,9/9/2018 0:00,8:28:00 AM
Canada,99.54,10/15/2018 0:00,8:25:00 AM
France,953.55,10/20/2018 0:00,7:12:00 AM
China,189.57,12/6/2018 0:00,6:29:00 AM
China,9352.8,1/4/2019 0:00,12:05:00 PM
Philippines,28.8,3/11/2019 0:00,8:01:00 AM
Brazil,0.0,4/16/2019 0:00,4:12:00 AM
Indonesia,13.49,5/11/2019 0:00,8:45:00 AM
Jamaica,40.41,7/15/2019 0:00,12:11:00 PM
China,156.52,9/7/2019 0:00,11:00:00 AM
France,62.91,9/14/2019 0:00,10:31:00 AM
Canada,0.0,10/12/2019 0:00,5:30:00 AM
Philippines,146.64,11/4/2019 0:00,11:58:00 AM
China,293.79,12/21/2019 0:00,8:24:00 AM
China,14.76,1/20/2020 0:00,8:03:00 AM
China,31.8,1/27/2020 0:00,9:56:00 AM
China,1970.84,2/1/2020 0:00,2:54:00 AM
China,1567.47,2/21/2020 0:00,4:46:00 AM
China,5441.59,3/19/2020 0:00,7:24:00 AM
China,7.15,4/21/2020 0:00,12:53:00 PM
Indonesia,0.0,5/1/2020 0:00,5:15:00 AM
China,0.0,5/11/2020 0:00,4:42:00 AM
Indonesia,0.0,5/15/2020 0:00,8:53:00 AM
China,153.78,6/2/2020 0:00,2:18:00 AM
China,9.5,7/21/2020 0:00,11:12:00 AM
Brazil,1278.4,8/12/2020 0:00,6:21:00 AM
China,6627.96,9/8/2020 0:00,1:02:00 AM
China,40.2,12/14/2020 0:00,3:36:00 AM
Philippines,65.13,2/26/2021 0:00,2:13:00 AM
China,555.2,3/4/2021 0:00,5:25:00 AM
China,174.9,3/5/2021 0:00,8:51:00 AM
Colombia,279.9,4/19/2021 0:00,8:21:00 AM
China,611.32,4/27/2021 0:00,3:09:00 AM
Indonesia,9.9,7/28/2021 0:00,2:44:00 AM
Mexico,8.84,8/16/2021 0:00,9:00:00 AM
Mexico,195.5,8/19/2021 0:00,5:44:00 AM
Greece,812.15,10/17/2021 0:00,9:57:00 AM
Germany,9.0,1/10/2018 0:00,4:55:00 AM
Indonesia,4.24,1/11/2018 0:00,10:51:00 AM
Brazil,2.16,1/20/2018 0:00,6:45:00 AM
Colombia,299.97,2/17/2018 0:00,9:32:00 AM
China,0.5,3/1/2018 0:00,7:11:00 AM
Philippines,64.99,5/24/2018 0:00,7:44:00 AM
China,3699.26,7/8/2018 0:00,7:00:00 AM
China,39.99,9/6/2018 0:00,11:13:00 AM
Bangladesh,19.88,9/30/2018 0:00,11:07:00 AM
Philippines,1259.67,10/4/2018 0:00,11:35:00 AM
China,0.0,10/15/2021 0:00,2:37:00 AM
Philippines,654.16,7/6/2018 0:00,12:53:00 PM
China,574.54,7/19/2018 0:00,12:32:00 PM
Brazil,54.45,8/7/2018 0:00,6:40:00 AM
Brazil,4090.14,8/12/2018 0:00,10:24:00 AM
Indonesia,50.68,8/14/2018 0:00,9:08:00 AM
Philippines,2280.96,8/22/2018 0:00,2:55:00 AM
China,0.66,8/24/2018 0:00,12:35:00 PM
